,articleID,publication_date,text,len_text,label
1456,1849334,1991-01-01,"The first neurological symptoms like paraesthesia, severe hyperpathia of the legs and mild to heavy spinal ataxia occurred after an average time of treatment of 78 days and a mean dosage of 52 g. The most progressive neurological deficits like severe tetraspastic paresis, were seen only in the nondialytic renal insufficient group (3 patients), while the others had a more benign course of the disease.",65,0
1457,1849334,1991-01-01,Clinical neurophysiological and neuroradiological findings and finally neuropathological studies in 2 patients resembled those found in vitamin-B12-deficiency-syndrome with a predominant affection of the spinal posterior column and the corticospinal tracts.,30,0
1458,1849334,1991-01-01,Muzolimine-induced severe neuromyeloencephalopathy: report of seven cases.,7,1
1459,1854887,1991-06-01,We report a typical case of post-transfusion purpura (PTP) due to anti-PlA1 in a 65-year-old woman.,16,0
1460,1854887,1991-06-01,"Post-transfusion purpura as the main manifestation of a trilineal transfusion reaction, responsive to steroids: flow-cytometric investigation of granulocyte and platelet antibodies.",21,0
1461,1854887,1991-06-01,"Treatment with high-dose intravenous IgG (HDIgG; a first-generation preparation) was ineffective, but a course of steroids resulted in a rapid increase in the the platelet count.",26,0
1462,1854887,1991-06-01,The patient also developed red cell alloantibodies that produced a delayed hemolytic transfusion reaction (DHTR) and broad HLA antibodies.,19,0
1463,1854887,1991-06-01,Serological studies were carried out using flow cytometry (FCM).,9,0
1464,1860779,1991-01-01,"This is probably the first report of drug-induced ego-dystonic, mood incongruent suicidal ideas appearing in a fully conscious, healthy individual.",20,0
1465,1860779,1991-01-01,"Ego-alien, suicidal ideas are an extremely rare form of adverse drug reaction.",12,0
1466,1860779,1991-01-01,"The authors present a case study of a mentally healthy man who repeatedly experienced short-lived, obsessional-like suicidal ideas and images after ingestion of the anti-fungal drug ketoconazole.",27,1
1467,1860779,1991-01-01,Drug induced suicidal ideation.,4,0
1468,1863543,1991-04-01,"Marrow aplasia lasted for 4 and 10 days, peripheral neuropathy for 15 and 42 days, gastrointestinal toxicity for 3 and 5 days, and hypertension for 5 and 14 days.",29,0
1469,1863543,1991-04-01,The 2 children were discharged on days 13 and 16 and cytostatic therapy was restarted on days 18 and 25.,20,0
1470,1863543,1991-04-01,"Treatment included double-volume exchange transfusion, phenobarbital administered prophylactically, and folinic acid rescue 18 mg every 3 hours for 16 doses.",20,0
1471,1863543,1991-04-01,The third patient developed liver and marrow toxicity on day 3 and died on day 9.,16,0
1472,1863543,1991-04-01,Vincristine overdose (7.5 mg/m2) was accidentally administered to 3 children with acute lymphoblastic leukemia.,14,0
1473,1863543,1991-04-01,Both are alive without evidence of leukemia.,7,0
1474,1863543,1991-04-01,"Early signs of toxicity in the 2 survivors were peripheral neuropathy (day 4), bone marrow toxicity (day 5), gastrointestinal toxicity (days 6 and 7), and hypertension (days 7 and 8).",30,0
1475,1863543,1991-04-01,Vincristine levels were also assayed and showed a dramatic decline in postexchange levels in the 2 patients who survived and an almost unchanged value in the patient who succumbed.,29,0
1476,1863543,1991-04-01,Postmortem examination showed leukemia infiltration of the liver and spleen.,10,0
1477,1863543,1991-04-01,Vincristine overdose: experience with 3 patients.,6,0
1478,1868481,1991-01-01,"Careful clinical and biochemical monitoring seems necessary in children with primary glomerulonephritis, other than those transplanted, after IVPMP, and factors predisposing to neurologic sequelae should be further defined.",28,0
1479,1868481,1991-01-01,"The severity of uremia in patient 2 could be one of the conditions that, in association with the abrupt changes obtained with IVPMP, predispose to neurological manifestations.",27,0
1480,1868481,1991-01-01,"Neurological manifestations in patient 1 could be due to hypertension secondary to IVPMP, while the pathogenesis of such manifestations remained difficult to clarify in patient 2.",26,0
1481,1868481,1991-01-01,"Two children, 1 with idiopathic nephrotic syndrome and 1 with endo-extracapillary glomerulonephritis, presented an episode of seizures and transient blindness at different times after i.v.",25,1
1482,1868481,1991-01-01,Seizures and transient blindness following intravenous pulse methylprednisolone in children with primary glomerulonephritis.,13,1
1483,1868481,1991-01-01,pulse methylprednisolone (IVPMP) treatment.,4,1
1484,1874429,1991-07-01,Administration of hydrocortisone reversed the mental status changes seen in this patient.,12,0
1485,1874429,1991-07-01,We review similar reported cases and discuss the direct actions of glucocorticoids on the brain.,15,0
1486,1874429,1991-07-01,Delirium after cessation of glucocorticoid therapy.,6,0
1487,1874429,1991-07-01,We report here a case of delirium that occurred after discontinuation of glucocorticoid therapy.,14,0
1488,1879988,1991-06-01,Caution is recommended when treatment is initiated in patients with hypertrophic cardiomyopathy in whom there is any suspicion of abnormalities in the atrioventricular conduction tissues.,25,0
1489,1879988,1991-06-01,"After the first oral dose of propranolol, syncope developed together with atrioventricular block.",13,1
1490,1879988,1991-06-01,Syncope induced by propranolol in hypertrophic cardiomyopathy.,7,1
1491,1879988,1991-06-01,A patient with chest pain was found to have obstructive hypertrophic cardiomyopathy.,12,0
1492,1879988,1991-06-01,An electrophysiologic study revealed an intermittent advanced (His-Purkinje) block within the atrioventricular conduction system.,14,0
1493,1888256,1991-09-01,A 67-year-old man was admitted for management of a diabetic foot ulcer.,12,0
1494,1888256,1991-09-01,"His hospital course was complicated by a non-Q-wave myocardial infarction, for which diltiazem was prescribed.",15,0
1495,1888256,1991-09-01,We describe a patient in whom this was the primary manifestation of drug hypersensitivity.,14,0
1496,1888256,1991-09-01,"To our knowledge, drug-induced fever has not been reported with the use of diltiazem hydrochloride, a commonly prescribed calcium channel blocker.",21,1
1497,1888256,1991-09-01,"On the seventh day of therapy, he experienced fever, with temperatures as high as 38.8 degrees C. Despite an extensive evaluation, which included a gallium scan, a technetium bone scan, and abdominal ultrasound, a source could not be found.",39,0
1498,1888256,1991-09-01,"Diltiazem therapy was discontinued, leading to resolution of fever within 48 hours.",12,0
1499,1888256,1991-09-01,"On the 16th day of therapy, however, relative eosinophilia developed, and 2 days later a pruritic maculopapular rash appeared.",19,0
1500,1888256,1991-09-01,Drug-induced fever due to diltiazem.,5,1
1501,1888256,1991-09-01,Drug-induced fever should be considered in patients who have unexplained high temperatures during diltiazem therapy.,15,1
1502,1893404,1991-03-01,Diabetes Mellitus was observed in a patient given carbamazepine.,9,1
1503,1893404,1991-03-01,Carbamazepine-induced Diabetes mellitus.,3,1
1504,1893404,1991-03-01,The diabetes improved when the treatment was discontinued and worsened on re-introduction.,12,0
1505,1898647,1991-01-01,"I report the case of a patient who developed tuberculosis after a Billroth II subtotal gastrectomy, malabsorbed his antibiotics, and subsequently manifested infection with a drug-resistant strain of M tuberculosis.",30,0
1506,1898647,1991-01-01,Altered drug pharmacokinetics should be considered as an important metabolic consequence of subtotal gastrectomy.,14,0
1507,1898647,1991-01-01,Drug-resistant tuberculosis after gastrectomy. Double jeopardy?,6,0
1508,1898647,1991-01-01,"Although an increased incidence of Mycobacterium tuberculosis infection is found in patients after subtotal gastrectomy, to my knowledge, the potential for gastrectomy to alter the course and outcome of typical mycobacterial disease has not been noted.",36,0
1509,1901099,1991-01-01,The patient's overall course with thiamine replacement therapy led to a complete recovery within 5 days and no sequelae were noted after 12 months.,24,0
1510,1901099,1991-01-01,"After the initial resuscitation and the subsequent treatment of shock and vitamin K deficiency, acute peritoneal dialysis was instituted to correct the severe lactic acidosis.",25,0
1511,1901099,1991-01-01,Initial low plasma thiamine levels confirmed the diagnosis of thiamine deficiency.,11,0
1512,1901099,1991-01-01,Severe lactic acidosis related to acute thiamine deficiency.,8,0
1513,1901099,1991-01-01,"The authors report a case of severe lactic acidosis in a 3-year-old boy, after 20 days of total parenteral nutrition without vitamin supplementation.",23,0
1514,1901099,1991-01-01,An associated transient pancreatic dysfunction was also noted.,8,0
1515,1901099,1991-01-01,This child with acute lymphoblastic leukemia underwent a period of severe refractory lactic acidosis (pH between 6.81 and 7.00 and a serum lactate level up to 38 mmol/liter) leading to cardiac arrest.,32,0
1516,1905887,1991-07-01,Cerebral dural sinus thrombosis is an unusual syndrome in which a patient presents with a severe headache that may be associated with diverse neurologic and physical findings.,27,0
1517,1905887,1991-07-01,"The syndrome, diagnostic modalities, and therapeutic options are reviewed.",9,0
1518,1905887,1991-07-01,"The patient was diagnosed as having a cerebral dural sinus thrombosis, but only after the diagnosis was missed initially.",19,0
1519,1905887,1991-07-01,"The case of a 31-year-old woman with headache, vomiting, generalized tonic-clonic seizure, and subsequent dense hemiplegia is presented.",18,0
1520,1905887,1991-07-01,The syndrome may be difficult to detect because it can mimic several other entities.,14,0
1521,1905887,1991-07-01,Cerebral dural sinus thrombosis.,4,0
1522,1905887,1991-07-01,There are several known or suspected predisposing factors.,8,0
1523,1912554,1991-10-01,Changes in granulocyte or platelet counts were not observed.,9,0
1524,1912554,1991-10-01,"In the double-blind trial, 1 patient (12.5%) receiving rhEPO responded, as compared with no responses in the placebo group.",19,0
1525,1912554,1991-10-01,"Eighteen patients were transfusion dependent; 10 had refractory anemia (RA), and 10 had refractory anemia with ringed sideroblasts (RARS).",19,0
1526,1912554,1991-10-01,"Overall, responses occurred in 4 of 17 patients (24%) receiving rhEPO at a dose of 1,200 to 1,600 U/kg intravenously (IV) twice weekly.",23,0
1527,1912554,1991-10-01,Patients completing the trial were eligible to receive rhEPO as part of an open-label study.,15,0
1528,1912554,1991-10-01,"Twenty patients with myelodysplastic syndromes (MDS) entered a randomized, placebo-controlled, double-blind trial designed to evaluate the efficacy and toxicity of high doses of recombinant human erythropoietin (rhEPO).",27,0
